基金代码,基金名称,1月(%) (总回报率),3月(%) (总回报率),6月(%) (总回报率),1年(%) (年化回报率),2年(%) (年化回报率),今年以来(%) (总回报率),设立以来(%)(总回报率),类型
003530,东方永熙18个月定期开放债券A,0.09,0.05,1.16,1.27,0,1.9,3.76,债券型
000266,易方达恒久添利1年定期开放债券C,0.85,1.61,2.49,5.58,1.75,5.11,17.51,债券型
006150,招商添利两年定期开放债券,0.27,0,0,0,0,0.27,0.27,债券型
005011,金鹰添瑞中短债债券C,0.31,0.84,2.44,5.15,0,4.43,5.63,债券型
003341,工银瑞信瑞盈18个月定期开放债券,-1.57,-2.23,-1.76,-0.07,0,-0.59,3.15,债券型
519152,新华纯债添利债券型发起式A,0.31,0.98,2.08,4.24,3.97,3.63,43.12,债券型
006065,景顺长城景泰稳利定期开放债券C,0.42,0.95,0,0,0,2.1,2.14,债券型
002476,博时安瑞18个月定期开放债券A,1.04,0.94,2.49,5.62,1.09,5.93,7.2,债券型
000115,嘉实如意宝定期开放债券C,0.61,1.22,3.01,5.24,2.2,5.72,31.88,债券型
040040,华安纯债债券型发起式A,0.62,1.47,4.45,7.46,4.82,6.79,30,债券型
166016,中欧纯债债券(LOF)C,0.53,0.53,-0.53,1.43,-0.67,0.98,2.17,债券型
233005,大摩强收益债券,0.56,1.54,2.15,4.92,3.43,5.04,81.5,债券型
001035,中银恒利半年定期开放债券,-0.2,-0.01,1.46,3.18,2.5,2.67,27.15,债券型
161813,银华信用债券(LOF),0,0.08,0.85,2.98,0.77,2.98,56.73,债券型
005451,鹏扬双利债券A,1.29,2.76,3.26,0,0,7.1,7.1,债券型
001003,华夏债券C,0.1,0.29,0.58,1.55,-0.28,2.24,92.12,债券型
470058,汇添富可转换债券债券A,-4.69,-5.53,-8.01,-8.71,-1.98,-8.77,39.42,债券型
000078,工银信用纯债两年定期开放债券A,0.8,2.43,3.02,5.16,0.96,6.49,26.4,债券型
040009,华安稳定收益债券A,0.52,1.1,2.69,5.74,1.45,5.65,88.68,债券型
165517,信诚双盈债券(LOF),0.64,1.02,1.93,4.22,3.23,4.35,21.8,债券型
690202,民生加银增强收益债券C,-1.4,-1.58,-5.81,-8.47,-5.98,-6.91,88.49,债券型
590009,中邮稳定收益债券A,0.64,1.58,2.94,5.09,2.47,5.18,45.38,债券型
005008,东方红汇阳债券Z,-1.48,-1.34,-0.27,2.67,0,3.21,3.95,债券型
519121,浦银安盛6个月定期开放债券A,0.28,0.75,1.42,3.41,2.5,3.51,24.94,债券型
161824,银华永兴纯债债券(LOF)C,0.76,1.14,3.2,4.31,1.59,4.62,6.5,债券型
000085,博时安盈债券C,0.51,0.95,2.72,4.83,2.57,4.83,20.9,债券型
004614,鹏扬利泽债券A,0.39,1.02,2.66,5.09,0,5.38,6.09,债券型
270009,广发增强债券,0.77,1.64,2.98,5.19,2.02,5.28,77.33,债券型
519955,长信富民纯债一年定期开放债券C,0.76,-0.99,-1.92,0.46,-0.41,0.77,8.69,债券型
000319,泰达宏利淘利债券A,0.82,1.1,2.85,4.94,3.36,5.23,30.02,债券型
519661,银河增利债券型发起式C,-0.25,-0.43,0,1.31,1.22,2.33,62.4,债券型
003188,博时聚源纯债债券,0.83,1.37,3.53,16.25,0,16.32,19.15,债券型
161014,富国汇利回报两年定期开放债券,1.09,2.14,3.05,0,0,6.25,6.38,债券型
000632,中银聚利半年定期开放债券,0.87,1.49,-0.22,0.89,0,1.49,1.59,债券型
000438,融通月月添利定期开放债券B,0.49,1.28,2.49,5.1,-0.8,5.31,16.42,债券型
000123,汇添富实业债债券C,0.09,0.09,-1.29,-0.19,-0.68,0.56,37.14,债券型
050027,博时信用债纯债债券A,0.83,1.68,2.93,5.12,3.35,6.42,46.93,债券型
100058,富国产业债券,1.05,2.22,3.22,5.13,2.6,5.13,50.67,债券型
163210,诺安纯债定期开放债券A,1.16,2.44,3.75,5.89,3,6.39,49.47,债券型
002949,华安聚利18个月定期开放债券C,0.48,1.55,2.54,5.61,2.23,5.14,5.06,债券型
080010,长盛同禧债券C,-1.32,-1.32,-1.62,-4.13,-2.78,-3.47,23.33,债券型
000299,中海纯债债券C,0.98,1.08,2.79,4.24,-1,4.35,17.6,债券型
000766,上投摩根岁岁盈定期开放债券D,-0.48,0.49,1.58,3.53,0.74,3.53,1.88,债券型
163005,长信利众债券(LOF)C,1.08,1.61,1.25,2.54,1.17,3.03,6.65,债券型
450018,富兰克林国海恒久信用债券A,0.55,0.82,0.19,3.04,1.98,3.22,34.37,债券型
162210,泰达宏利集利债券A,-1.12,-1.29,-1.55,-2.14,0.26,-1.43,77.91,债券型
531021,建信纯债债券C,0.71,1.19,3.31,6.68,3.41,6.68,27.8,债券型
000419,大摩华鑫优质信价纯债债券A,0.71,1.6,2.9,6.69,4.23,5.96,24.4,债券型
530020,建信转债增强债券A,-2.81,-4.48,-7.98,-15.12,-9.2,-9.87,111,债券型
002815,招商招益两年定期开放债券A,0.56,1.5,2.56,5.15,0,5.66,8.3,债券型
006090,前海开源鼎康债券A,0.61,0,0,0,0,0.68,0.68,债券型
000070,国投瑞银中高等级债券C,-0.09,0.37,1.77,4.6,1.96,4.6,35.13,债券型
000943,工银中高等级信用债债券A,0.92,1.35,2.91,5.96,1.39,6.48,7.23,债券型
370022,上投摩根分红添利债券B类,-0.19,-0.28,0.37,2.29,0.16,2.87,38.48,债券型
001011,华夏希望债券A,-0.18,-1.55,-2.88,-3.73,-1.13,-2.8,72.63,债券型
261102,景顺长城优信增利债券C,-0.36,0.96,1.78,0.59,1.46,0.81,38.21,债券型
000257,上投摩根岁岁盈定期开放债券A,0.29,1.17,2.07,3.81,1.13,3.81,23.14,债券型
003093,华商丰利增强定期开放债券C,-1.77,-3.17,-6.04,-10.94,-6.01,-9.67,-11.3,债券型
002865,广发安泽回报纯债债券C,0.39,1.11,2.54,4.94,4.11,4.47,9.04,债券型
360008,光大保德信增利收益债券A,0.18,0.54,2.53,4.44,1.52,4.35,48.67,债券型
000200,博时岁岁增利一年定期开放债券,1,1.11,2.2,3.43,0.3,5.1,35.54,债券型
004571,万家家瑞债券A,-1.59,-2.53,-1.83,-1.34,0,-1.26,-0.95,债券型
002693,中银合利债券,-0.5,-1,0,2.48,-0.7,1.02,-0.7,债券型
161618,融通岁岁添利定期开放债券A,1.36,1.36,2.85,7.04,3.13,6.84,45.2,债券型
519740,交银施罗德丰盈收益债券A,0.19,0.47,1.24,2.82,1.63,2.62,25.51,债券型
003109,光大保德信安和债券A,0.1,0.47,1.02,4.33,0,3.54,13.67,债券型
530008,建信稳定增利债券C,0.96,1.09,2.13,4.03,0.66,5.41,111.74,债券型
001258,兴业收益增强债券C,-2.21,-3.23,-2.81,-2.81,0.45,-1.77,10.8,债券型
410005,华富收益增强债券B,-0.71,-0.48,0.22,0.8,1.14,0.97,128.93,债券型
004804,益民信用增利纯债一年定期开放债券C,0.74,3.95,3.58,4.89,0,5.04,4.53,债券型
240013,华宝增强收益债券B,0.43,0.55,0.77,1.05,-0.61,1.43,45.07,债券型
161010,富国天丰强化收益债券(LOF),-4.21,-4.67,-3.56,-5.66,-3.27,-1.67,76.04,债券型
410004,华富收益增强债券A,-0.68,-0.37,0.43,1.21,1.55,1.31,138.89,债券型
519989,长信利丰债券C,-2.85,-4.07,-5.13,-4.34,-2.43,-2.57,103.54,债券型
519733,交银施罗德强化回报债券A/B,0.1,-1.61,-2,-2.2,-5.27,-2.58,18.27,债券型
001945,东方红信用债债券A,0.09,0.47,1.14,4.81,2.13,5.12,11,债券型
002138,泓德裕泰债券A,-0.09,1.7,1.52,5,4.22,4.13,13.5,债券型
002638,兴业天融债券,0.76,1.33,4,6.47,3.21,6.27,10.58,债券型
000812,富国收益增强债券C,-3.56,-3.16,-1.76,-0.02,1.05,-0.52,25.81,债券型
000272,中邮定期开放债券C,0.57,1.54,2.62,5.27,2.48,5.06,37.13,债券型
519685,交银双利债券C,0.18,-0.88,-0.35,-1.57,-2.72,-0.62,49.83,债券型
004859,泰康年年红纯债一年定期开放债券,1.29,2.28,3.71,8.05,0,7.7,8.17,债券型
000255,长城增强收益定期开放债券C,0.52,0.79,1.94,4.21,2.04,4.41,38.89,债券型
000064,大摩华鑫纯债稳定增利18个月定期开放债券,1.23,3.89,3.49,7.26,4.67,6.84,52.69,债券型
003066,光大保德信尊富18个月定期开放债券C,0.46,1.35,-4.23,-2.06,0,-1.46,-1.91,债券型
206003,鹏华信用增利债券A,-0.16,-0.26,1.02,2.43,1.87,2.22,47.77,债券型
161908,万家添利债券(LOF),-1.67,-1.89,-1.78,-0.67,-1.3,-0.07,53.62,债券型
050119,博时转债增强债券C,-3.06,-6.63,-11.01,-18.04,-9.54,-11.49,14.28,债券型
163819,中银信用增利债券(LOF),0.1,0.4,0.86,3.62,1.13,4.86,15.22,债券型
050006,博时稳定价值债券B,1.09,1.5,1.85,3.2,0.68,4.8,104.56,债券型
004220,长信纯债壹号债券C,0.83,0.73,1.47,3.89,0,3.86,5.5,债券型
005784,创金合信汇誉纯债六个月定期开放债券A,1.68,2.73,0,0,0,2.49,2.49,债券型
166012,中欧信用增利债券(LOF)C,0.05,-1.78,-1.98,0.69,-0.66,0.25,6.27,债券型
519720,交银纯债债券C,1.42,2.2,4.09,6.69,1.34,7.34,23.26,债券型
519030,海富通稳固收益债券,0,-0.61,0.71,1.7,-1.68,3.66,51.2,债券型
004953,兴全恒益债券C,-1.86,-2.44,-2.25,-0.51,0,-0.31,-0.2,债券型
233013,大摩华鑫多元收益债券C,1.03,1.58,1.15,1.65,1,3.54,66.7,债券型
000116,嘉实丰益纯债定期开放债券,0.57,0.98,2.47,5.39,2.74,5.46,32.05,债券型
160514,博时稳健回报债券(LOF)C,0.57,0.41,0.08,1.32,-3.28,3.7,50.23,债券型
164105,华富强化回报债券(LOF),-0.16,-0.63,0.48,1.12,2.4,1.61,77.95,债券型
160513,博时稳健回报债券(LOF)A,0.57,0.5,0.21,1.67,-3.1,4.01,61.52,债券型
005500,银华岁盈定期开放债券,1.21,1.04,0,0,0,1.04,1.04,债券型
000148,易方达高等级信用债债券C,1.16,1.75,3.12,8.13,3.26,8.33,30.33,债券型
003643,工银瑞信国债纯债债券C,0.44,0.76,3.03,6.83,0,7.13,3.35,债券型
005452,鹏扬双利债券C,1.24,2.65,3.05,0,0,6.8,6.8,债券型
090017,大成可转债增强债券,-4.23,-6.3,-10.18,-15.87,-10.83,-12.62,0.63,债券型
004203,上投摩根岁岁金定期开放债券A,0.48,1.25,1.51,3,0,2.74,4.73,债券型
519967,长信利富债券,-4.52,-4.96,-5.14,-6.46,-4.1,-3.15,-5.68,债券型
261001,景顺长城稳定收益债券A,0.86,1.64,3.04,3.55,1.56,3.75,26.97,债券型
000235,诺安稳固收益一年定期开放债券,1.03,1.8,3.66,8.08,3.4,7.49,28.74,债券型
660102,农银恒久增利债券C,0.91,1.25,2.19,3.74,1.53,4.03,49.31,债券型
002858,长信富平纯债一年定期开放债券A,0.85,0.86,1.11,3.83,1.49,4.02,5.16,债券型
164703,汇添富纯债债券(LOF),0.36,0.48,0.71,2.42,0,2.67,6.1,债券型
000184,工银瑞信添福债券A,-1.88,-1.46,-1.7,-4.09,-2.3,-2.7,62,债券型
163806,中银增利债券,0.76,1.89,2.59,4.63,1.85,5.25,73.91,债券型
000502,华富恒富18个月定期开放债券A,1.38,2.27,3.14,0,0,6.18,6.34,债券型
002529,泰康安益纯债债券C,0.58,1.19,3.63,6.73,3.42,6.69,22.24,债券型
000402,工银瑞信纯债债券A,0.81,1.38,3.13,4.37,-0.57,6.49,27.14,债券型
160128,南方金利定期开放债券A,0.97,2.54,4.77,7.27,3.22,8.35,50.09,债券型
400009,东方稳健回报债券,0,0.78,1.39,4.03,1.81,3.84,34.85,债券型
270048,广发纯债债券A,0.67,1.25,2.88,5.07,2.26,5.43,39.75,债券型
005993,光大保德信超短债债券C,0.3,0.8,0,0,0,1.58,1.58,债券型
004267,金鹰持久增利债券(LOF)E,-3.59,-5.5,-6.18,-8.56,0,-5.67,-6.81,债券型
003650,融通通润债券,0.76,1.28,3.25,5.92,0,5.32,8.51,债券型
240018,华宝可转债债券,-1.09,-1.91,-5.88,-13.03,-9.1,-7.11,-15.28,债券型
519122,浦银安盛6个月定期开放债券C,0.28,0.66,1.23,3.25,2.22,3.35,23.29,债券型
005886,华夏鼎沛债券A,-1.68,-1.43,0,0,0,-1.08,-1.08,债券型
004615,鹏扬利泽债券C,0.37,0.96,2.54,4.83,0,5.16,5.72,债券型
000202,富国目标收益两年期纯债债券,0.84,1.5,3.35,6.61,3.77,6.5,39.88,债券型
161117,易方达永旭定期开放债券,0.95,1.82,3,6.13,3.23,6.02,52.65,债券型
519128,浦银安盛月月盈定期支付债券A,0.35,1.16,1.79,3.17,0.4,3.27,13.8,债券型
162716,广发聚源债券(LOF)C,0.45,1.08,2.55,4.85,1.87,4.36,21.34,债券型
000205,易方达投资级信用债债券A,0.89,1.43,2.71,5.72,2,5.72,37.21,债券型
004392,工银瑞信瑞利两年封闭式债券,0,1.06,1.75,3.88,0,4.4,4.71,债券型
519123,浦银安盛季季添利定期开放债券A,0.53,1.6,0.6,2.53,1.85,2.85,33.6,债券型
519947,长信利保债券,-4.43,-5.76,-5.35,-5.4,-3.75,-3.29,-9.92,债券型
002763,大成景华一年定期开放债券A,-0.19,-0.19,-0.1,2.77,0.73,2.36,3.9,债券型
206015,鹏华纯债债券,0.35,1.34,2.66,2.87,0.9,4.54,39.23,债券型
003743,广发汇平一年定期开放债券A,0.8,1.64,2.18,3.69,0,3.24,5.96,债券型
110037,易方达纯债债券A,1.04,1.84,3.56,6.3,2.82,6.01,35.6,债券型
270043,广发理财年年红债券,0.4,1.2,2.4,4.85,0.21,3.93,18.9,债券型
110035,易方达双债增强债券A,-0.08,0.16,-0.31,-1.4,-0.12,-0.78,44.57,债券型
485105,工银增强收益债券A,-0.9,-1.81,-0.72,-1.37,-1.33,-0.68,108.06,债券型
161216,国投瑞银双债增利债券(LOF)A,0.36,0.81,2.66,6.27,3.29,6.67,78.18,债券型
166105,信达澳银鑫安债券(LOF),-4.56,-4.56,-3.56,-4.56,-2.16,-4.66,-8,债券型
003266,招商招坤纯债债券C,0.44,1.41,2.74,5.12,3.18,5.77,6.51,债券型
000182,景顺长城四季金利债券C,0.17,0.35,1.85,0.09,1.05,0.35,8.23,债券型
630009,华商稳定增利债券A,-0.87,-2.64,-0.71,-3.03,2.84,-2.79,57.38,债券型
000092,信诚新双盈分级债券A,0.3,0.86,1.82,3.53,3.53,2.92,24.31,债券型
070016,嘉实多元债券B,-0.9,-1.87,-1.96,-2.46,0.41,-2.12,68.5,债券型
270045,广发双债添利债券C,0.76,1.53,3.12,5.41,3.04,5.33,32.4,债券型
000356,南方丰元信用增强债券C,0.79,2.14,3.06,5.24,0.22,6.81,31.51,债券型
000563,南方通利债券A,0.74,2.53,4.38,6.51,2.66,6.72,34.53,债券型
240012,华宝增强收益债券A,0.46,0.65,0.98,1.45,-0.26,1.75,50.7,债券型
002362,富兰克林国海恒瑞债券C,-0.46,0.46,0.55,0.77,3.04,1.11,12.76,债券型
000137,民生加银岁岁增利定期开放债券A,1.29,2.69,3.73,6.37,3.43,6.67,40.66,债券型
100066,富国纯债债券A/B,0.93,2.36,4.42,6.04,3.04,5.74,29.9,债券型
000378,上投摩根双债增利债券C,-1.1,-2.18,-2.76,-3.43,-4.14,-1.79,39.49,债券型
000728,工银目标收益一年定期开放债券C,0,0.09,1.37,3.16,-0.01,4.32,15.88,债券型
540005,汇丰晋信平稳增利债券A,0.66,0.86,2.34,3.92,0.41,4.84,27.68,债券型
000253,景顺长城景兴信用纯债债券C,0.71,1.51,2.57,1.67,0.35,1.83,27.9,债券型
004651,长信利丰债券E,-2.84,-4.07,-5.19,-4.4,0,-2.57,0.45,债券型
000131,大成景兴信用债债券C,0.33,1.52,4.62,8.12,3.41,8.61,52.42,债券型
000237,国投瑞银岁添利一年期定期开放债券A,0.63,1.18,2.48,5.89,2.76,5.99,35.5,债券型
002651,东方红汇利债券A,-1.46,-1.08,-0.06,2.58,3.18,3.11,9.74,债券型
660109,农银汇理增强收益债券C,-0.06,0.25,1.13,2.85,1.02,3.51,55.84,债券型
040010,华安稳定收益债券B,0.49,1,2.49,5.32,1.03,5.3,80.92,债券型
000562,南方启元债券C类,0.63,2.1,3.81,4.88,0.72,6.68,15.12,债券型
590010,中邮稳定收益债券C,0.65,1.5,2.7,4.79,2.1,4.88,42.73,债券型
000183,嘉实丰益策略定期开放债券,0.5,0.56,1.57,0.4,1.41,3.45,30.47,债券型
160523,博时安丰18个月定期开放债券(LOF)C,1.1,1.6,2.63,3.68,0.4,4.22,0.69,债券型
000720,南方稳利1年定期开放债券C,-0.59,-0.2,0.9,2.43,-1.09,2.75,15.8,债券型
004025,融通收益增强债券A,0.75,1.05,2.18,4.55,0,3.92,5.17,债券型
003668,东方红益鑫纯债债券A,0.68,1.45,3.26,5.67,0,5.95,8.87,债券型
001921,景顺长城景颐宏利债券C,-0.48,-0.38,1.17,-0.1,0.05,-0.19,4.2,债券型
004705,南方祥元债券A,0.76,1.52,3.89,5.85,0,6.49,6.7,债券型
000268,广发集利一年定期开放债券C,0.73,1.48,3.09,5.23,2.04,5.13,45.6,债券型
002720,国寿安保尊利增强回报债券A,-0.7,-1.48,-1.38,-1.96,-0.84,-2.06,-0.2,债券型
395011,中海增强收益债券A,-2.06,-2.84,-4.04,-4.71,-2.14,-4.37,27.99,债券型
004503,鹏华永泰18个月定期开放债券,0.53,1.65,2.91,6.38,0,6.23,7.74,债券型
002506,招商招盈18个月定期开放债券,0.81,2.47,3.15,5.39,4.13,5.68,10.25,债券型
519977,长信可转债债券A,-3.16,-2.97,-6.41,-5.71,-2.34,-1.27,132.28,债券型
020034,国泰民安增利债券型发起式C,0.08,0.16,0.22,1.45,1.46,1.95,45.18,债券型
002048,博时安誉18个月定期开放债券,1.18,2.08,3.2,4.03,-0.28,6.39,6.29,债券型
519944,长信富安纯债一年定期开放债券C,1.24,2.38,2.01,5.12,2.53,5.08,12.57,债券型
002701,东方红汇阳债券A,-1.49,-1.35,-0.29,2.64,3.38,3.19,10.71,债券型
040037,华安安心收益债券B,-2.99,-3.53,-5.95,-2,0.27,-1.54,55.86,债券型
202101,南方宝元债券,-3.56,-5.01,-5.46,-4.47,1.63,-4.24,424.12,债券型
519023,海富通稳健添利债券C,0.95,1.48,3.09,5.18,2.64,4.76,46.08,债券型
003240,博时安祺一年定期开放债券C,0.3,0.6,1.31,3.49,0.25,4.03,0.7,债券型
003531,东方永熙18个月定期开放债券C,0.06,-0.05,0.95,0.85,0,1.55,2.99,债券型
582001,东吴优信稳健债券A,-4.62,-7.95,-8.53,-6.84,-2.5,-6.39,7.7,债券型
005327,景顺长城景泰稳利定期开放债券A,0.44,0.98,2.57,0,0,4.1,4.15,债券型
630103,华商收益增强债券B,0.8,1.16,1.53,-8.87,-7.69,-7.91,68.63,债券型
200013,长城积极增利债券A,0.53,1.09,2.61,4.72,1.79,5.04,62.09,债券型
166902,民生加银平稳增利定期开放债券A,0.57,1.55,3.2,5.96,4.19,6.01,50.25,债券型
163816,中银转债增强债券A,-2.28,-3.2,-6,-8.68,-5.23,-6.05,75.6,债券型
000088,嘉实中证金边中期国债ETF联接C,0.09,-0.31,-0.07,1.55,-2.4,1.56,5.82,债券型
160612,鹏华丰收债券,0.37,-0.73,0.25,2.92,2.75,2.56,80.52,债券型
202110,南方润元纯债债券C,0.66,1.67,2.45,4.02,-0.97,4.74,24.98,债券型
519748,交银施罗德丰享收益债券C,0.38,0.67,1.84,3.74,2.57,3.34,19.54,债券型
000415,大摩华鑫纯债稳定添利18个月定期开放债券A,1,3.42,3.51,6.7,4.41,6.42,32.32,债券型
320008,诺安增利债券A,-0.38,-0.3,-0.98,-2.59,-5.5,-1.57,48.99,债券型
000770,长城久盈纯债分级债券B,0.3,0.44,2.23,4.64,1.11,5.07,41.59,债券型
001045,华夏可转债增强债券A,-5.66,-7.17,-11.35,-16.71,-6.89,-13.47,-13.3,债券型
003510,长盛可转债债券A,-3.3,-4.45,-7.43,-10.76,0,-6.29,-4.56,债券型
160720,嘉实中证中期企业债指数(LOF)A,0.77,0.5,2.03,3.05,-0.36,4.39,21.04,债券型
519667,银河银信添利债券A,0.49,0.95,2.32,3.93,2.28,4.38,81.06,债券型
213917,宝盈增强收益债券C,-1.47,-1.49,0.08,-2.36,-2.11,-1.41,67.78,债券型
110017,易方达增强回报债券A,-1.49,-1.16,-1.16,-0.05,1.21,-1,133.96,债券型
620003,金元顺安丰利债券,-1.38,-1.56,-2.19,-2.64,0.93,-1.92,30.08,债券型
253060,国联安信心增长债券A,0.17,-0.08,-0.36,0.87,-0.71,0.89,17.28,债券型
519972,长信纯债一年定期开放债券C,1.35,2.43,1.89,5.08,2.37,4.92,39.68,债券型
460003,华泰柏瑞稳本增利债券B,0.65,0.83,2.24,5.3,2.74,5.33,43.72,债券型
100051,富国可转债,-2.19,-5.3,-6.55,-14.04,-6.59,-14.8,34.1,债券型
320021,诺安双利债券,3.07,9.61,23.25,30.51,14.44,31.7,88.2,债券型
000286,银华信用季季红债券,0.66,1.24,3.19,6.13,5.97,6.13,37.85,债券型
217003,招商安泰债券A,0.62,1.46,3.46,6.42,2.7,6.35,144.45,债券型
519654,银河丰利纯债债券,-0.52,-0.53,-0.53,0.92,0,1.89,1.79,债券型
003565,博时安诚18个月定期开放债券C,0.58,1.47,2.78,3.3,0,4.44,3.4,债券型
000840,上投摩根纯债丰利债券C,0.8,-1.08,-0.01,2.3,-0.54,2.2,9.99,债券型
001661,博时信用债纯债债券C,0.78,1.57,2.67,4.71,2.44,5.97,12.63,债券型
519662,银河岁岁回报定期开放债券A,0.41,1.36,2.64,4.65,2.96,5.16,71.1,债券型
002406,光大保德信中高等级债券C,0.41,0.42,-3.85,-2.22,0,-1.6,-1.77,债券型
000372,中银惠利纯债半年定期开放债券,0.97,1.86,3.26,6.05,2.66,6.26,36.42,债券型
004706,南方祥元债券C,0.76,1.43,3.71,5.46,0,6.2,6.2,债券型
160621,鹏华丰和债券(LOF)A,-1.29,0.09,-0.93,-0.37,-1.19,-1.38,5.76,债券型
003221,新华丰利债券A,-0.9,-0.11,-0.67,-0.9,2.56,-0.09,5.19,债券型
050111,博时信用债券C,-1.13,-2.42,-0.46,-1.45,-1.39,2.92,136.28,债券型
005273,华商可转债债券A,-4.07,-6.43,-7.82,0,0,-10.55,-10.46,债券型
000093,信诚新双盈分级债券B,0.42,-0.93,-3.86,-5.71,-9.03,-6.19,32.04,债券型
161619,融通岁岁添利定期开放债券B,1.28,1.19,2.67,6.67,2.77,6.57,42.16,债券型
000265,易方达恒久添利1年定期开放债券A,0.75,1.7,2.67,6.04,2.12,5.48,19.4,债券型
320004,诺安优化收益债券,-2.43,-2.11,-3.85,-4.06,-1.61,-3.85,87.55,债券型
161015,富国天盈债券(LOF),0.62,1.25,2.1,4.07,2.68,4.52,75.01,债券型
519676,银河强化收益债券,0.28,0.57,1.73,3.01,2.84,3.62,49.79,债券型
000191,富国信用债债券A/B,0.98,1.78,3.49,6.18,2.85,6.5,34.34,债券型
165314,建信信用增强债券C,-2.79,-3.56,-5.06,-7.92,-4.94,-3.17,16.75,债券型
001963,中欧天禧纯债债券,0.55,1.2,2.62,5.48,2.65,5.27,9.8,债券型
160130,南方永利1年定期开放债券(LOF)A,-0.71,-0.2,-1.01,0.1,-2.18,-0.51,45.42,债券型
040022,华安可转债债券A,-2.87,-4.72,-5.41,-11.24,-6.85,-7.16,5,债券型
121012,国投瑞银优化增强债券A/B,0.21,-0.14,1.74,5.95,4.68,6.68,79.58,债券型
000208,建信双债增强债券C,-3.13,-4.05,-5.36,-9.29,-6.31,-6.55,12.4,债券型
000616,上投摩根优信增利债券A,0.08,-0.97,-1.41,-2.34,-3.11,-2.42,33.3,债券型
040019,华安稳固收益债券C,0.45,0.73,2.29,4,0.79,4.19,56.43,债券型
400030,东方添益债券,0.88,1.93,4.23,3.02,0.65,7.35,20.66,债券型
000333,长城稳固收益债券A,0.47,0.65,2.25,4.03,2.47,4.13,15.4,债券型
519753,交银施罗德安心收益债券,0.49,-0.59,0,0,0,0.1,1.8,债券型
001999,博时安荣18个月定期开放债券,0.98,1.27,2.78,4.55,0.68,5.73,9.01,债券型
020020,国泰双利债券C,0.15,0,-1.19,-0.67,1.34,0.23,68.31,债券型
005771,银华可转债债券,0.35,0,0,0,0,0.41,0.42,债券型
164606,华泰柏瑞信用增利债券(LOF),0.62,0.88,2.33,5.59,2.52,5.39,32.08,债券型
420002,天弘永利债券A,0.3,0.29,-3.36,-2.15,-0.8,-1.95,57.38,债券型
519735,交银施罗德强化回报债券C,0.1,-1.72,-2.12,-2.61,-5.77,-3,16.02,债券型
000246,博时月月薪定期支付债券,0.95,1.09,2.48,4.53,0.44,6.16,42.3,债券型
164702,汇添富季季红定期开放债券,1.37,1.97,2.67,3.58,0.8,4.39,44.95,债券型
163811,中银双利债券A,-1.19,-1.94,-2.77,-3.56,-1.85,-2.06,47.1,债券型
160721,嘉实中证中期企业债指数(LOF)C,0.71,0.41,1.87,2.74,-0.57,4.11,21.02,债券型
